temp,sis,hygro,anem1,anem2,action
-1.1288041195534224,1.018707812560758,30.686042971923236,1.4629515745776909,1.1893253566651758,SB
2.0519720951525535,0.6586745135003133,51.00441840901145,2.1107898520538524,1.7133188665237753,SB
-1.7276373285109976,4.532541754643952,36.43241267973767,2.3325216462160645,1.8990204588582031,A
0.7707171494631697,7.992543038696093,42.38073586261816,3.1742640640798845,2.576357236215711,C
2.3786609630645597,3.7212486519983328,59.98022641392569,1.054451617913847,0.8531490304962244,SB
-0.0471612695013675,21.85735515513685,36.3906685576934,0.461020483878469,0.3750095128873324,SB
1.143708366689302,2.960100585953259,41.941233808362306,2.9564113288019622,2.3678467931758864,C
-0.4955600278619956,15.869515932407513,29.79526426177117,3.518071763349122,2.8845590219956665,A
-0.122254913216509,72.79160066198442,34.15772858239404,0.033808920168323,0.0274287207057506,SB
0.624460591695451,5.478486183265089,34.78204769243035,3.9298733776608823,3.1861176384936476,C
-1.1455419502382176,4.233447075691431,31.887530881805276,0.3605320606195013,0.2953691944894378,SB
-0.4588094941733406,3.6625984614584146,34.564101329578726,0.0,1.4131787976413464,SB
0.957709665771306,4.989157760591008,43.892871858330274,0.0,2.311541585249525,C
0.4490459367707006,15.173552041263694,39.89019357838364,1.4500364840606383,1.1768062177038414,SB
-1.0772457257335084,8.895461298246929,28.000550140789823,1.4046011322023766,1.1310141464409371,SB
-1.5573920110317494,1.623208685458045,35.76262885624399,1.8922812663178032,1.5406748618313308,SB
0.067679906185019,40.09575868424521,33.92204404354821,1.371045012147028,1.112596334103662,SB
-0.5271438572613606,13.70658410325106,33.70092210919916,3.3006447221185864,2.652706718285742,A
1.413744717184122,1.3305394394425896,49.10696235016338,0.4702556387661217,0.380210643515826,SB
-0.6263338498260529,13.837233438418307,35.106933223240055,3.2068414575792046,2.6085233957327763,A
-0.4722084289182918,14.57090782753052,35.25471401425044,2.9395172667431213,2.3679858520728505,A
0.4018103984464957,24.580229598521164,31.387932580543225,2.00891042568168,3.722096934255138,C
-1.0500385984571654,3.033663566832432,35.634184068033036,0.1665704584043353,0.1336953090897621,SB
-1.09393566306463,1.5419361195757355,29.115986066747663,1.6049145484683034,1.3068481812799897,SB
0.620599266310026,1.6921603640815486,36.61213347908714,3.965265038095042,3.1949705686506285,C
-0.5310879556389116,9.305007001313925,31.390915482262074,0.5703611403704064,0.4596888356167124,SB
-0.8628409882660262,1.9295786257429743,30.529126143733155,2.746770080161255,2.24074560918069,A
-1.078587673042494,8.540849475457186,29.3590070118374,2.8148213806734743,2.2670857092532417,A
-0.2894511433685103,9.054060929771996,35.660222675426205,2.4183966793352742,1.937086623508456,A
-1.287828216145976,3.5638430897140285,30.90820671700929,2.678240350232927,2.185371649618011,A
-0.513098700655008,9.434072075426656,34.296852917726056,3.653165379326056,2.9697864434659325,A
1.7131367771082546,3.3745781971267736,46.298070161846695,0.9826173815819216,0.7913068028851432,SB
0.1227734753827776,43.98596555161038,28.28480157708133,3.055203786519762,2.451952457478509,C
0.5230115910479783,8.327581635914884,36.64799667681176,2.137289356359126,1.7243587119533543,SB
-1.124186575269717,7.686335330348548,31.96646904019757,0.2200605862275443,0.1779666880898874,SB
0.7222842918087584,10.39656032128364,40.393829078108745,3.234522720771023,2.5948429758314715,C
0.328044414479478,14.454441863816514,39.41074594917023,1.6353064553449277,1.324427742762334,SB
-1.2145336140902094,7.050911154138849,35.50271781042428,0.3825402439495786,0.3129946880413676,SB
0.3667469569302214,6.858148325920465,35.93750024289626,255.0,2.591345254928473,C
0.3187599291611142,18.864079219891412,39.28667794845873,3.752008880689091,3.0022256624285086,C
0.682187704938047,7.544604650030481,39.066299027441346,1.359815822571202,1.1038730291958228,SB
0.1536573013623909,64.84566640965429,29.187220569197457,1.2011622640308663,0.9684437044320898,SB
0.3729024421874161,17.60901802082677,36.94538052296035,2.954323988417016,2.390935673652189,C
-0.9431756794855956,4.675880479691595,33.70690552340516,1.8867957595561735,1.510436327975987,SB
-2.044359354937388,3.3979314258631272,27.89206126359347,1.0542645795000285,1.6697393770375202,SB
-1.2394637181405816,6.915642855832622,36.476176201272835,1.034666115821154,0.8416735571171774,SB
-0.2858157457164428,20.248990881886304,31.11518902473967,2.066335171653594,1.6669106806333438,SB
0.310575182700512,0.8898937768338152,37.7232401193283,1.0686179270748193,0.8588483148358281,SB
0.2177080257710224,26.581096878342837,37.42019304584584,2.787526186397738,2.231767655835144,C
0.9002975508861193,5.95679476686002,43.942502674970235,3.2806506784054825,2.637551138985975,C
-0.0103345031247005,1.6093443702234214,46.97191112388489,3.0872327638842236,1.6697393770375202,SB
0.7937532105236506,4.381206906315524,42.62719232319076,3.1617545824812088,2.5833180939091727,C
-0.6694783704880822,3.0710537169447942,32.07948638228921,3.271134412726541,2.666267478315731,A
-0.2249671434754355,37.29494884275368,36.482823752014866,3.9241200930280367,3.155784314769383,A
-0.0103345031247005,1.861286615455319,47.20055026419097,1.6099572307346774,1.2949602707788646,SB
-0.2269727573146156,31.638412413492677,28.778794038312753,2.399305740894674,1.9434857372917884,A
0.5294890702923033,12.83510074873083,34.226008645128736,3.7865660947196056,3.0797528871647644,C
0.1461947101064543,20.40495918199366,33.41182499545772,1.2308552085610902,0.9872725481010912,SB
-0.9744464618753728,6.959456437465291,30.17639954326821,1.691228916990845,1.3628492587936405,SB
0.2342187176457538,11.458128460874596,30.392995069041746,2.4340390406002212,1.9485984293478045,C
0.0271029625093399,61.70378215261832,35.911228079520704,1.1391034422714912,0.9254374331858716,SB
-1.0444076625234953,5.060659686625741,34.99148331942969,2.1433146774144207,1.7270957697491034,SB
-0.3360701598973195,2.2681022467428007,29.73436745262462,2.00891042568168,2.915237283802373,A
-0.5186031645443173,14.394130693716,33.235863059884174,4.313271193791002,3.498177504474462,A
-0.4356369730767163,14.380197627609247,30.06307386985104,3.4050728828050825,255.0,A
0.82115166802241,11.511841063209568,39.97449192374022,0.8008224628340062,0.6554913327912243,SB
0.7612447506314446,2.422386396714207,37.05764646795153,3.50157368347875,2.835654771350659,C
-1.1239202221336102,1.5629483146307988,28.630923352498968,0.9552260444100475,0.7778963302475904,SB
0.0149192251073253,255.0,28.59710923164504,0.5522549339589884,0.4426325271381967,SB
-0.788365954150924,1.9571322573618983,31.820329926413876,3.4424896637301017,2.821178859939236,A
-0.4288084814418351,10.735339744473784,36.0475351428836,2.398554405939552,0.0,A
-0.7343958977966457,7.530251718966954,34.8830893699478,3.5270678923189793,2.830885669392032,A
-0.1111626573709332,45.89462263366131,33.40548885431707,1.7994745555704943,1.4420290029084233,SB
-1.4293909678021794,0.0893609197957037,31.501674732290564,2.045718885638809,1.6373460035338134,SB
-0.1647277823711323,30.55075513829933,31.2195454912406,2.567213821671559,2.0632675706679864,A
0.8637170605972816,3.360708749358946,37.40499317251584,3.3589061522831285,2.725479256094512,C
-0.3126277438083657,22.402640881534595,34.78204769243035,4.470789608854135,3.622298428897728,A
0.6071084908493483,7.899158878398971,34.16369879330327,2.5800429076557294,2.077531352994544,C
0.5700807688519042,13.590543351619784,39.04986673607721,2.7798841104128984,2.2396760475902138,C
-0.2941502507993614,13.269488911332129,30.580618478746317,2.5452016648928826,2.050661628786042,A
-1.427715011889461,0.7927568392309591,31.94913135358125,0.0,1.8133383261112708,A
-1.8586997112454904,2.3749639485898695,35.522079094631806,0.0,0.6321612844037167,SB
-0.6812185403693947,5.2736421080150615,30.377413535371424,3.757536167174797,3.0292734209598935,A
0.2191084070468118,6.858148325920465,31.45083991311667,255.0,2.567164017072286,C
-0.0103345031247005,49.68490766131115,29.24477265875541,1.2234882572304218,0.9877077098122976,SB
-0.5484093495485103,12.306821354902674,34.893209092541056,3.940454692797885,3.2000790503222554,A
0.4492727384192479,6.486408215309388,40.0539724028304,3.5739224009474913,2.891239129328145,C
-0.0103345031247005,3.9578649502589474,41.950208385195275,2.0117436228549215,1.6224319807947318,SB
1.918365378758748,1.1247236398952332,47.47912598874789,1.7887814023756288,1.4543753450922725,SB
